 00Z 26 06 2017, 0.00, 15.97
 21Z 26 06 2017, 0.00, 11.33
 00Z 27 06 2017, 0.00, 13.13
 12Z 27 06 2017, 0.00, 15.26
 00Z 28 06 2017, 0.00, 14.99
 12Z 28 06 2017, 0.00, 15.46
 00Z 29 06 2017, 0.00, 17.93
 12Z 29 06 2017, 0.00, 15.01
 00Z 30 06 2017, 0.00, 8.95
 12Z 30 06 2017, 0.00, 8.16
 00Z 01 07 2017, 0.00, 14.94
 12Z 01 07 2017, 0.00, 12.06
 00Z 02 07 2017, 0.00, 16.31
 12Z 02 07 2017, 0.00, 14.20
 00Z 03 07 2017, 0.00, 20.04
 12Z 03 07 2017, 0.00, 15.96
 00Z 04 07 2017, 0.00, 18.59
 12Z 04 07 2017, 0.00, 16.08
 00Z 05 07 2017, 0.84, 21.29
 12Z 05 07 2017, 44.00, 18.57
 00Z 06 07 2017, 0.00, 18.69
 12Z 06 07 2017, 0.00, 15.33
 00Z 07 07 2017, 0.00, 19.73
 12Z 07 07 2017, 0.00, 17.30
 21Z 07 07 2017, 0.00, 23.17
 12Z 08 07 2017, 0.00, 19.85
 00Z 09 07 2017, 0.00, 23.77
 12Z 09 07 2017, 0.00, 15.32
 21Z 09 07 2017, 0.00, 22.32
 00Z 10 07 2017 
 12Z 10 07 2017, 23.14, 23.72
 00Z 11 07 2017, 0.00, 20.79
 12Z 11 07 2017, 0.00, 17.14
 21Z 11 07 2017, 0.00, 18.23
 00Z 12 07 2017 
 12Z 12 07 2017, 0.00, 20.00
 00Z 13 07 2017, 0.00, 21.59
 12Z 13 07 2017, 0.00, 18.44
 00Z 14 07 2017, 0.00, 20.30
 12Z 14 07 2017, 0.00, 17.35
 00Z 15 07 2017, 0.00, 18.87
 12Z 15 07 2017, 0.00, 16.74
 00Z 16 07 2017, 0.00, 15.03
 12Z 16 07 2017, 0.00, 16.47
 21Z 16 07 2017, 0.00, 14.94
 00Z 17 07 2017 
 12Z 17 07 2017, 0.00, 13.24
 12Z 18 07 2017, 0.00, 16.32
 00Z 19 07 2017, 0.00, 18.52
 12Z 19 07 2017, 0.00, 18.60
 00Z 20 07 2017, 0.00, 17.93
 12Z 20 07 2017, 54.93, 23.99
 00Z 21 07 2017, 0.00, 21.08
 12Z 21 07 2017, 141.36, 22.66
 00Z 22 07 2017, 0.00, 15.67
 12Z 22 07 2017, 189.31, 22.28
 21Z 22 07 2017 
 00Z 23 07 2017, 96.73, 24.27
 12Z 23 07 2017, 334.83, 26.60
 00Z 24 07 2017, 24.10, 26.41
 12Z 24 07 2017, 36.19, 24.19
 00Z 25 07 2017, 12.73, 21.96
 12Z 25 07 2017, 121.97, 29.35
 00Z 26 07 2017, 0.00, 22.49
 12Z 26 07 2017, 174.48, 26.43
 21Z 26 07 2017, 18.67, 22.15
 00Z 27 07 2017 
 12Z 27 07 2017, 194.30, 22.81
 00Z 28 07 2017, 0.00, 19.72
 12Z 28 07 2017, 0.00, 17.92
 21Z 28 07 2017, 2.10, 25.74
 12Z 29 07 2017, 0.00, 24.01
 00Z 30 07 2017, 0.00, 20.01
 12Z 30 07 2017, 13.42, 20.84
 00Z 31 07 2017, 0.00, 15.38
 12Z 31 07 2017, 109.78, 23.72
